,Strategy A,Strategy B,Strategy C,Max Sharpe,Min Volatility
2023-05-15,3.3918994295669145,2.8372654073059795,1.772899476372566,3.3634411869936858,1.555102039557417
2023-05-16,3.3957405181085187,2.8293917581198205,1.7636603690781485,3.367102098003985,1.5478937908092585
2023-05-17,3.4368422609359546,2.8636879585691064,1.7744484473592028,3.4073875602385786,1.5537840024153575
2023-05-18,3.5006768649206124,2.904075706408057,1.779446192578045,3.4698311188807303,1.5541148500785533
2023-05-19,3.4927877236037737,2.898690605369137,1.7728594477107604,3.4618582013215042,1.5470202555399473
2023-05-22,3.504516663965434,2.904146082587922,1.7707662413219767,3.4732535358756316,1.5442580845686242
2023-05-23,3.460091887928862,2.8694425642127674,1.7608814987246961,3.4297304611193464,1.5389780195530929
2023-05-24,3.442343576585344,2.8516890419247383,1.7497413145768703,3.4121384654553717,1.5297888728968771
2023-05-25,3.5261057414763606,2.898731755623277,1.7570923096215003,3.4942776002643843,1.5336323530396236
2023-05-26,3.6161996579448545,2.9545338545463316,1.776422564451791,3.5829598527486475,1.5493848089478224
2023-05-30,3.632598833279425,2.961796077865956,1.783928099470987,3.599379260484831,1.5582265302919234
2023-05-31,3.611943996187598,2.9451639714765436,1.7842129480917375,3.579395166527348,1.5618871419853915
2023-06-01,3.6536692107094915,2.9761661249311757,1.7971840941892558,3.6204855382183925,1.5719091314669682
2023-06-02,3.6810706949686445,3.00884589752913,1.804900062794522,3.6470354162978555,1.5725070915080537
2023-06-05,3.6836651624955294,3.0070232713297655,1.8014799908877472,3.64951211641675,1.5695462929288866
2023-06-06,3.683042980297855,3.0100431234960285,1.8080807891989117,3.649107314348817,1.576187579045196
2023-06-07,3.6205591241931234,2.9793060515502807,1.7935939047452618,3.5873061815592733,1.5607722904385297
2023-06-08,3.6655016331879677,3.006807563330269,1.8084952383561865,3.631795808624785,1.575107385097433
2023-06-09,3.679513305229284,3.015251900618252,1.8094497608189943,3.6454981737784746,1.575177678273491
2023-06-12,3.7416863926093744,3.054403501285393,1.8214295823498223,3.706603743689253,1.5841422434084362
2023-06-13,3.7704376576258665,3.0762074997466673,1.821435856689202,3.734477849625155,1.5801433209718216
2023-06-14,3.7978401090076064,3.0892175357479315,1.8285680562705506,3.7616282994434926,1.5879973427496468
2023-06-15,3.84309435384968,3.1267722631301034,1.8491962638755295,3.8063716524246742,1.6052299526625435
2023-06-16,3.8189101640634773,3.111608990502553,1.842544634492572,3.7825115622597485,1.5993315158865806
2023-06-20,3.81344237533044,3.101309521316362,1.8419089534472846,3.7773791749425576,1.6017616853300813
2023-06-21,3.7614746878631955,3.0722328029460075,1.8380293514883035,3.7264888212985476,1.60022337159787
2023-06-22,3.805854976260763,3.095901857756103,1.8331360363254459,3.769608458437634,1.592129677225244
2023-06-23,3.76812655701699,3.0688540474259702,1.8321312748227496,3.7329418178401244,1.595536765586416
2023-06-26,3.717613421920683,3.04201520576875,1.8284200962788915,3.6834268154322327,1.593544986529904
2023-06-27,3.781534744563981,3.0848428863718085,1.8385383765529493,3.746066449546392,1.5990569004113913
2023-06-28,3.7889142122774397,3.088630824681974,1.842231207275801,3.7534533319245065,1.603195312602905
2023-06-29,3.7813264908335675,3.0916249754897556,1.8332878725852118,3.7453931208030333,1.5899857304861613
2023-06-30,3.8396352787299635,3.1337034276602984,1.854917599393462,3.8030120352797674,1.6087517683213612
2023-07-03,3.8486775525447725,3.1391958552669985,1.8519917045799086,3.8116813749252825,1.6045325525835974
2023-07-05,3.84857310330537,3.136819077462545,1.8433000137504583,3.8112385248650362,1.5950310614910521
2023-07-06,3.8192631638077534,3.1125927589919806,1.8242114505489364,3.781981276028406,1.5769680624603657
2023-07-07,3.806583219568818,3.103496540520596,1.817055866507939,3.7693324346616275,1.569934405474282
2023-07-10,3.807830162957733,3.1079326073089923,1.8207692096858612,3.770607563627938,1.5728439009118262
2023-07-11,3.8266419867728203,3.1255061988419324,1.831470432341082,3.789246340815443,1.5817881526991755
2023-07-12,3.874973938061112,3.1578180605569033,1.8484666638602327,3.8370408453626594,1.5972271950658732
2023-07-13,3.9407653534135867,3.197157233543495,1.865042211118279,3.9019330720699785,1.6122024291723078
2023-07-14,3.9399342727371076,3.1958246833606574,1.8599523593515375,3.900903269715765,1.6065000585958469
2023-07-17,3.9767278068133893,3.2162949469855335,1.8641940529955867,3.9369955340971554,1.6094426874098662
2023-07-18,4.009259876396892,3.241400104567716,1.8758902379675744,3.9690673198503785,1.618827831128157
2023-07-19,4.008324668855206,3.24462601762534,1.8868695337422547,3.9685734714844196,1.6305518727916348
2023-07-20,3.915924809764967,3.196465316403289,1.8701944215069908,3.8775385006685257,1.6147243615922455
2023-07-21,3.9041797506935225,3.1916717266658963,1.8704151706810255,3.866035501703729,1.6149810963728792
2023-07-24,3.910416401883273,3.201350185009076,1.8727075692697308,3.8720311656082904,1.6149441405743306
2023-07-25,3.936919751633243,3.2165690436913046,1.8743711658229083,3.897952040605991,1.6152465201137254
2023-07-26,3.923823622307676,3.2114660097993144,1.8752846952452964,3.885151404743904,1.6162326020711144
2023-07-27,3.914469612645638,3.1969921915009105,1.853233145222305,3.8752619114580598,1.5940552137359614
2023-07-28,3.985770403002394,3.2417580581976995,1.8679265617762926,3.94535454891313,1.605574027617049
2023-07-31,3.9878490718161808,3.245689569491791,1.871857243771542,3.947485032787959,1.609072855250052
2023-08-01,3.9785988666451537,3.2372812720221673,1.8563736972921585,3.937811168191799,1.5924227901438504
