,Strategy A,Strategy B,Strategy C
2017-05-05,1.3675177855858576,1.2940429791818706,1.1480160263853076
2017-05-08,1.3705007140185441,1.2953463442159623,1.145402574396143
2017-05-09,1.3752728192372907,1.297006929301821,1.144733555305464
2017-05-10,1.3760684387522448,1.298546751620301,1.1454354782693443
2017-05-11,1.374974300732085,1.2967043289454576,1.144031712928553
2017-05-12,1.3780573263525322,1.2970744901068723,1.1463406735533272
2017-05-15,1.3824316218138017,1.3027154385164366,1.1488936639591285
2017-05-16,1.3881985738004368,1.3048364200782538,1.1499707189000112
2017-05-17,1.3529016619276288,1.2766711611555446,1.1444282460778883
2017-05-18,1.364733600844811,1.2848252630625623,1.147714128555766
2017-05-19,1.3705007140185437,1.2917183072130165,1.1532718547429355
2017-05-22,1.3820342956176181,1.3004330060286662,1.1555173207454854
2017-05-23,1.3834258238332986,1.3025264520056394,1.1539419751414048
2017-05-24,1.3897890068948557,1.3070411911753714,1.1581561094934034
2017-05-25,1.4016215905604292,1.3157287433349472,1.1616277583409638
2017-05-26,1.4041072567962696,1.3167594256449555,1.1622750928018897
2017-05-30,1.405299557759016,1.31674653258957,1.1639660369455427
2017-05-31,1.4048024567492674,1.3163501077317652,1.164955731884215
2017-06-01,1.410270729043599,1.324146036160967,1.17056295218228
2017-06-02,1.4263784781052684,1.3339115066111815,1.178444474408986
2017-06-05,1.4260799596000628,1.333280449217611,1.1749964337141818
2017-06-06,1.4204129436140907,1.3285000015470776,1.1753026379871574
2017-06-07,1.4259805071606937,1.332332876286506,1.1743603809331271
2017-06-08,1.4274727773125264,1.3333580214937735,1.1734662738281387
2017-06-09,1.3917782168693393,1.3156756002075958,1.1716819453604406
2017-06-12,1.3843205734134267,1.3120155619983302,1.1713868678026067
2017-06-13,1.395556120068589,1.3205477012248128,1.1748990654888098
2017-06-14,1.3894908107638464,1.3168411022573925,1.1812601859144918
2017-06-15,1.3833270161423212,1.312653105090467,1.1791478091009602
2017-06-16,1.377324892179933,1.3099487785284274,1.1802372327445279
2017-06-19,1.4003549823455779,1.3263533118979152,1.1854602560311185
2017-06-20,1.3893879733954226,1.3166870164868674,1.1849101539530964
2017-06-21,1.4031467428802227,1.3230440428763601,1.1857027938829023
2017-06-22,1.4027478048130606,1.3225563324868976,1.1864216896285973
2017-06-23,1.4081316150681222,1.3258841585771681,1.187049237899993
2017-06-26,1.401551635359966,1.323222513059723,1.1893014688885093
2017-06-27,1.3761280779784473,1.305891088616229,1.178471296034655
2017-06-28,1.3959685978519702,1.3211491212985438,1.1832396553573712
2017-06-29,1.3717416934848397,1.3038793274766782,1.173033242144911
2017-06-30,1.3722399228042732,1.305331543770103,1.1732603817323308
2017-07-03,1.357784180308399,1.2995628874131522,1.1729431622267272
2017-07-05,1.3711433669776456,1.3074582791787952,1.1746833218656976
2017-07-06,1.358780477760168,1.2955859379366081,1.164350496508549
2017-07-07,1.3734370593799547,1.3067745216166835,1.1660895249918704
2017-07-10,1.3824092168072022,1.3117445499871543,1.1675251418131636
2017-07-11,1.386297694355572,1.3131023130435868,1.167802795309166
2017-07-12,1.4027478048130606,1.325826984946934,1.1762935905969751
2017-07-13,1.4058384062271068,1.3284012531914131,1.1745186245205357
2017-07-14,1.4169050288037293,1.33672774158236,1.178377759672415
2017-07-17,1.4176031301244885,1.3369752999305433,1.179590608184043
2017-07-18,1.4270744839937564,1.3417957265435996,1.1840860883245894
2017-07-19,1.4354484761009079,1.3493647143579826,1.188122239093718
2017-07-20,1.4373429080618592,1.3505555732726406,1.1898105301784416
2017-07-21,1.4367449039288607,1.349673276201519,1.1911902293097238
2017-07-24,1.443324722449919,1.3525999584102235,1.189159126477612
2017-07-25,1.4396356333415812,1.3525153193072912,1.1847009919040585
2017-07-26,1.4443216646500796,1.3547439235876306,1.1854964399743488
2017-07-27,1.4352490876608757,1.349859195787087,1.1824982483618027
2017-07-28,1.4340527570206834,1.3485048644314879,1.1844694548881198
2017-07-31,1.427971490193254,1.3452633510463696,1.184640219473939
2017-08-01,1.4312608352989409,1.3483119615323758,1.1895512287317989
2017-08-02,1.4351494740344088,1.3504708090039588,1.190164950847056
2017-08-03,1.429566436526413,1.3465339331773152,1.1937038037815808
2017-08-04,1.43215848624683,1.3489814989948017,1.1909542223541354
2017-08-07,1.4412305796747402,1.3545082194890563,1.1928167862334678
2017-08-08,1.4387387883291818,1.3516705222923866,1.1893387491058558
2017-08-09,1.436844678742426,1.3507534502828464,1.1919056749957535
2017-08-10,1.4060373111058455,1.3267395950074974,1.1858826854459699
2017-08-11,1.416705317989502,1.3327525683060277,1.1871588765928456
2017-08-14,1.4349497632201813,1.3479400583001417,1.1917783565168902
2017-08-15,1.4359470277945374,1.3483264045111876,1.1896825338731023
2017-08-16,1.4384393027013895,1.3506724570808417,1.1926755561330409
2017-08-17,1.4090287824547185,1.326335405305669,1.1850860055373844
2017-08-18,1.4080316790674603,1.3248295018189655,1.183862203422208
2017-08-21,1.4062373442942695,1.3245039960388398,1.185577921312203
2017-08-22,1.427671843378364,1.3415235988285306,1.1911858237377653
2017-08-23,1.422587679938193,1.3367297296633283,1.1918636176436932
2017-08-24,1.4184000391362257,1.333204619840919,1.1884368173945687
2017-08-25,1.4154092125357447,1.3333562076057928,1.1919389571563066
2017-08-28,1.419795919403548,1.3354496671944887,1.191668772501652
2017-08-29,1.4253792792857396,1.3388399746907793,1.194023318598845
2017-08-30,1.442128552996825,1.3498776139746602,1.1972677339754814
2017-08-31,1.457581721254153,1.36117044946053,1.2030156650618489
2017-09-01,1.4555875144796366,1.361201732020627,1.2003556123219496
2017-09-05,1.442527491063987,1.3502071036400585,1.2027971265881345
2017-09-06,1.4469140367446924,1.3545645882223234,1.2023087374403563
2017-09-07,1.4503039625994334,1.3560690359561967,1.207144240438859
2017-09-08,1.4377416849419236,1.3493995609891543,1.2052477070929175
2017-09-11,1.4542914090258792,1.3643622000200375,1.2072051907369987
2017-09-12,1.4577807873199893,1.3682984992514249,1.207108614935142
2017-09-13,1.4597748329074076,1.3695625669298845,1.2055521164519027
2017-09-14,1.4512011299860283,1.3653217266194495,1.2073063667618134
2017-09-15,1.4561860021739281,1.3685857166426185,1.2084718045158556
2017-09-18,1.4542770633741708,1.3691437813607172,1.207232213802375
2017-09-19,1.456775302203643,1.3710053415328436,1.2067706150260267
2017-09-20,1.4522796328576975,1.3691367086948265,1.2073766662597512
2017-09-21,1.4433862959212953,1.3631103501337876,1.205167067515663
2017-09-22,1.4419879978475052,1.3625867553964721,1.2066910991636248
2017-09-25,1.4268003047403248,1.3540179289014669,1.2082320223870109
2017-09-26,1.4304971308293593,1.3561800809494258,1.2077939111360265
2017-09-27,1.443386295921295,1.3649306797623235,1.2033365987132782
2017-09-28,1.4428870994792746,1.3655134068737669,1.202776317233726
2017-09-29,1.453278186928836,1.3728302159141617,1.2063950546665663
2017-10-02,1.4545771937503544,1.3764220623316898,1.2086522662323584
2017-10-03,1.45767456502251,1.379360300509462,1.2106710099971276
2017-10-04,1.4590736690317891,1.3808406304399343,1.2115715593892387
2017-10-05,1.4733614545717106,1.3916922071803162,1.2140478506774064
2017-10-06,1.475359852210771,1.3918436027529606,1.2118468972513057
2017-10-09,1.4736606178253076,1.3898930394475904,1.2121761723098827
2017-10-10,1.4747600750196963,1.392244922834746,1.2148771976354045
2017-10-11,1.4791567754875659,1.3954139211828056,1.2169616704960013
2017-10-12,1.4764586646567681,1.3931015994617884,1.2179471764602487
2017-10-13,1.4821534048235694,1.3966363105364,1.2223460881027879
2017-10-16,1.487249173734785,1.3999681586595365,1.2229741864264474
2017-10-17,1.4891481189344762,1.4013554528221501,1.2241137293935256
2017-10-18,1.4873494321096437,1.4011950300264744,1.2216051361612967
2017-10-19,1.4818539191957767,1.398798061272653,1.2226652822993258
2017-10-20,1.4858510368480928,1.4042939482017471,1.2212601556786051
